Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,98228,5775.51,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,83017,25117.19,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,18956,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,83017,17010.26,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,8842.55,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,85017,7622.53,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,10036.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78684,0,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,7387.36,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,84017,15925.13,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,84017,7391.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,83017,32942.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,11934.05,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,715.99,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,10488.68,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,94017,44945.81,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,133532.14,0,0,M3
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,91747.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,55927.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,22859.72,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,2272.82,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,2723.08,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,53866.76,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,98228,14875.45,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,82017,83489.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,82017,12476.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,45138.87,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,23789.1,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,80684,3006.8,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,83017,5661.89,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,0,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,85017,43314.67,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,32098.21,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,406.08,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,9118.43,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,85017,2092.9,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,12173.2,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,82017,8409.62,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,14307.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,98228,26186.13,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,82017,35683.6,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,22932.89,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,17176.72,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88017,30751.49,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,83017,12881.43,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,82017,79661.38,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,81017,11527.46,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,910.99,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,4727.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,9520.17,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,81017,19734.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,10692.61,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,23299.83,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,3200.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,61771.69,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,3195.17,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88017,18780.29,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89517,30403.63,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,12286.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,30013.87,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,14408.8,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,15945.54,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,12182.62,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,17312.32,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,8617.97,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75684,712.3,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,9471.98,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,39387.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,17400.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,81017,19784.05,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,34245.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,8191.48,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89948.0007,4481.44,0,19
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,98228,4665.81,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,19564.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,80017,47001.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,23216.73,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,11533.42,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,77396.05,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,21305.91,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,11791.87,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,72364.43,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,15896.34,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,43983.92,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,18843.9,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,10642.18,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,98228,10522.23,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,80017,56178.87,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,3471.38,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,87017,37676.04,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,23343.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,7757.99,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88017,36054.66,0,T2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,17679.45,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,9881.94,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,78017,29538.21,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,4539.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,13522.33,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,3060.44,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,83030.19,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,78017,11857.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,11061.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,36077.47,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,80017,7976.31,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,33008.87,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,78017,20492.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,11639.32,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,6690.54,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,1601.74,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,25319.42,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,98228,19956.25,0,N21
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,9798.97,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,70684,1282.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,29941.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,11788.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,30960.3,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,78017,3531,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,6982.5,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,57017,2861.29,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,58512.75,8039.93,0,T1P
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,6794.99,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,12276.3,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,12208.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,38835.22,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,8046.68,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,22215.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,78947,53.81,0,16
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,19141.27,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,7255.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,78017,16896,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,24977.5,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,29905.36,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,6547.08,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,68017,0,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,35001.62,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,19292.19,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,24572.12,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,35959.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,13912.81,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,34115.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,15687.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,21104.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,0,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,19625.3,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,9322.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,32396.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,32073.47,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,28472.11,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,75017,17546.76,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,6723.86,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,35880.6,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,14734.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,37172.64,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63684,770.69,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,40388.35,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,22605.09,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,31392.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,55862.65,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,57447.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,41843.52,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,51657.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75017,27045.43,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,18015.06,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,18292.16,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,25477.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,8440.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,13265.12,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,7330.18,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,51.94,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,68017,4953.53,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,27659.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,24692,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,26918.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,2084.42,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,24963.91,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,6092.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,72017,13051.22,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,29531.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,18503.82,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,14954.81,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,72017,17783.8,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,68017,6154.18,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,12782.21,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,68017,6424.25,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,7379.22,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,42845.08,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,39824.82,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,68017,21416.31,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,7485.23,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,7367.12,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,20972.74,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,24092.53,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,32032.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,12656.81,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,37974.66,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,25458.45,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,11758.99,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,13283.92,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,37655.91,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,15823.38,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,68017,13594.32,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,6567.9,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,11913.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,10599.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,12590.02,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,13505.34,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,16374.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,11722.92,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,18862.03,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,9616.56,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,29026.63,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,13538.55,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,9690.29,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,63517,16978.78,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,17501.81,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,59517,28579.69,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,17284.21,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,28437.48,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,9952.58,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,35507.83,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,59517,15314.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,63517,12460.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,3414.58,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,3098.69,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,57017,8615.59,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,57017,3562.07,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,11170.01,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,18684.91,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,3595.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,4549.56,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,54517,3229.67,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,57017,2050.15,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,57017,1612.71,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,59517,2026.21,0,T1
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,M,104809.7396,0,0,N23
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,M,73277.05,465.34,5799.58,13
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,F,98228,0,0,N21
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,F,64782.3708,0,0,16
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,F,80999.86,0,0,N21
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,73671,194.93,7625.52,21
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,107367,3700.79,2939.29,23
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,146708.8,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,107367,1456.02,5097.58,23
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,107367,1048.58,3296.17,23
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,75364.8084,1654.3,0,20
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,122842,0,0,N26
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,121637.209,1077.44,0,N26
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,45737.2503,0,0,16
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,88161.1448,625.65,0,20
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,117424,0,0,25
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,117424,0,0,25
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,99329.44,8905.57,0,23
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,F,117424,0,5013.3,N25
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,M,122842,0,9313.26,26
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,M,175873,0,0,M2
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,M,152940,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,F,81587.5321,0,0,N17
DOT,Department of Transportation,DOT 50 Transportation Management,F,75621,1301.32,5989.38,15
DOT,Department of Transportation,DOT 50 Transportation Management,M,75621,1914.96,3280.01,15
DOT,Department of Transportation,DOT 50 Transportation Management,M,89948,41226.7,4260.33,19
DOT,Department of Transportation,DOT 50 Transportation Management,M,137351.11,42785.6,3489.02,M3
DOT,Department of Transportation,DOT 50 Transportation Management,M,134500,0,0,N28
DOT,Department of Transportation,DOT 50 Transportation Management,M,83976.9251,19526.53,0,23
DOT,Department of Transportation,DOT 50 Transportation Management,M,69942.1695,28938.61,0,19
DOT,Department of Transportation,DOT 50 Transportation Management,M,65908.0612,26927.59,0,19
DOT,Department of Transportation,DOT 50 Transportation Management,M,95397,4791.26,0,22
DOT,Department of Transportation,DOT 50 Transportation Management,M,117046.2429,0,0,25
DOT,Department of Transportation,DOT 50 Transportation Management,F,107367,2981.56,0,23
DOT,Department of Transportation,DOT 50 Transportation Management,M,56833,7020,0,15
DOT,Department of Transportation,DOT 50 Transportation Management,F,50000,36.06,0,15
DOT,Department of Transportation,DOT 50 Transportation Management,M,56833,373.01,0,15
DOT,Department of Transportation,DOT 50 Transportation Materials Testing Lab,M,95050.24,99.71,0,23
DOT,Department of Transportation,DOT 50 Transportation Materials Testing Lab,M,93986,4732.85,7472.55,20
DOT,Department of Transportation,DOT 50 Transportation Materials Testing Lab,M,101763.4673,220.17,0,23
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,152940,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,134500,0,10746.99,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,130167,0,1982.24,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,134500,0,10746.99,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,145039.29,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,146296.16,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,152940,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,152940,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,117424,0,5455.81,25
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,134500,0,6400.44,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,117424,0,1908.14,25
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,112267,0,0,N24
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,151812.21,0,901.44,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,122842,0,0,N26
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,78947,912.18,6257.7,16
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,93986,0,1409.88,20
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,117424,0,5580.66,25
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,134500,0,0,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,128135.2,0,0,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,152940,0,0,M3
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,77859.1446,0,0,N19
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,127005.03,0,0,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,93455.3818,673.98,0,23
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,126811.9727,0,0,28
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,85337.4525,0,0,21
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,117424,0,0,25
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,74864.655,0,0,18
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,79305.84,0,0,20
